Numero_Apogee,Prenom,Nom,Email,Genre,Age,Region,Universite,Diplome,Specialite,Annee_Etude,Note_Bac,Moyenne_Semestre_Precedent,GPA_Cumule,Nombre_Cours_Suivis,Nombre_Absences,Taux_Presence_Cours,Nombre_Travaux_Soumis,Nombre_Participations_Cours,Nombre_Visites_Bibliotheque_Mois,Heures_Etude_Hebdo,Acces_Internet,Ordinateur_Personnel,Acces_Ressources_Numeriques,Connexion_Plateforme_ELearning_Jour,Situation_Financiere,Emploi_Etudiant,Heures_Travail_Semaine,Tutorat_Suivi,Consultation_Professeur_Mois,Participation_Groupes_Etude,Niveau_Stress,Heures_Sommeil_Nuit,Activites_Sportives,Parent_Universitaire,Fratrie_Etudiant_Universite,Note_Mathematiques,Note_Sciences,Note_Theorie,Note_Pratique_TP,Note_Projets,Score_Participation_Classe,Score_Qualite_Travaux,Score_Comprehension_Concepts,Competence_Communication,Competence_Travail_Equipe,Competence_Probleme_Resolution,Competence_Gestion_Temps,Langue_Principale,Niveau_Francais,Niveau_Anglais,Motivation_Etudes,Interet_Specialite,Niveau_Competence_Academique,Score_Competence_Numerique
3737818,Samira,Idrissi,samira.idrissi@uaq.ac.ma,F,24,Marrakech-Safi,Université Al Quaraouiyine,Licence,Mathematiques,3,10.25,12.45,11.14,13,23,50,15,17,8,4.33,1,1,0,0,Faible,1,5,1,4,1,3,7.94,0,1,0,9.75,13.6,9.37,8.54,12.71,2,3,1,4,1,3,4,Francais,Intermediaire,Avance,5,2,Excellent,86.6
3831302,Samira,Ibrahimi,samira.ibrahimi@usmba.ac.ma,F,28,Fez-Meknes,Université Sidi Mohamed Ben Abdellah,Licence,IA,4,11.78,11.44,12.04,14,7,88.24,9,1,26,20.56,1,1,1,4,Faible,1,13,1,2,0,7,8.94,0,0,1,9.28,16.53,19.16,17.37,11.55,2,1,4,1,4,2,2,Amazigh,Intermediaire,Intermediaire,2,2,Excellent,82.58
3256398,Imane,Ignjatovic,imane.ignjatovic@uh2c.ac.ma,F,27,Laayoune-Sakia-Hamra,Université Hassan II,Diplome,Mathematiques,1,16.14,10.93,10.57,9,27,65.0,9,11,28,17.23,1,1,1,5,Moyen,1,8,1,0,0,5,6.73,1,0,1,18.11,14.02,10.42,13.93,12.32,3,1,3,3,3,3,4,Amazigh,Avance,Basique,4,3,Excellent,78.58
3608993,Rana,Imaidi,rana.imaidi@uca.ac.ma,F,30,Guelmim-Oued-Noun,Université Cadi Ayyad,Master,Informatique,2,13.62,10.68,5.87,6,9,55.56,12,16,12,22.22,0,0,0,1,Faible,0,0,0,1,0,8,8.35,0,1,1,12.89,14.09,8.31,10.98,11.34,1,2,3,4,5,4,2,Francais,Avance,Avance,6,6,Excellent,78.61
3383154,Hicham,Serfaty,hicham.serfaty@uca.ac.ma,M,28,Beni-Mellal-Khenifra,Université Cadi Ayyad,Diplome,Informatique,1,14.16,10.69,12.29,7,19,64.47,13,0,7,15.91,1,1,1,3,Moyen,0,0,1,3,1,4,7.13,1,1,1,11.69,12.32,19.32,11.97,14.55,5,5,3,3,1,4,1,Francais,Intermediaire,Avance,6,5,Excellent,82.33
3373028,Safiya,Hunaidi,safiya.hunaidi@uaq.ac.ma,F,24,Beni-Mellal-Khenifra,Université Al Quaraouiyine,Master,Informatique,2,17.0,4.84,8.78,10,23,50,12,7,21,24.64,1,1,1,1,Bon,1,15,0,2,0,8,7.81,0,1,0,13.67,12.87,13.6,14.17,10.24,3,3,3,5,3,4,1,Francais,Basique,Avance,2,8,Bon,72.34
3432752,Fouad,Fakhri,fouad.fakhri@uae.ac.ma,M,29,Marrakech-Safi,Université Abdelmalek Essaadi,Licence,Economie,3,15.71,10.94,9.95,15,1,97.96,1,14,8,18.04,0,0,0,3,Faible,1,23,0,4,1,7,6.31,1,1,1,11.38,13.06,12.41,14.75,15.14,5,2,1,1,2,2,3,Francais,Basique,Basique,7,9,Excellent,84.83
3887553,Samira,Benmaya,samira.benmaya@um5.ac.ma,F,21,Marrakech-Safi,Université Mohammed V,Master,Informatique,2,13.26,11.93,11.69,8,23,68.49,3,6,23,20.54,0,0,0,2,Bon,1,18,0,3,1,9,5.56,0,0,0,9.19,13.92,11.94,10.55,13.03,3,4,2,2,1,3,4,Amazigh,Basique,Avance,9,5,Excellent,85.65
3838606,Rashid,Douiri,rashid.douiri@uh2c.ac.ma,M,24,Rabat-Sale-Kenitra,Université Hassan II,Licence,Informatique,4,12.53,15.23,11.26,12,10,93.48,4,0,0,5.41,0,0,1,1,Faible,1,21,0,5,0,5,5.78,0,1,1,11.91,13.46,13.86,6.37,14.2,3,4,1,1,1,1,2,Amazigh,Avance,Basique,6,6,Excellent,78.08
3602476,Nadia,Hudak,nadia.hudak@uae.ac.ma,F,30,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Diplome,Physique,1,18.6,8.72,9.61,7,22,89.36,12,1,30,22.09,0,0,1,4,Moyen,1,17,1,1,1,6,4.71,0,1,1,8.15,14.84,13.51,14.24,13.17,3,1,5,5,5,2,3,Amazigh,Avance,Avance,2,7,Excellent,85.17
3991079,Noureddine,Huscai,noureddine.huscai@uae.ac.ma,M,25,Draa-Tafilat,Université Abdelmalek Essaadi,Licence,Mathematiques,4,11.35,11.04,10.4,9,1,65.33,9,7,17,22.51,1,1,0,0,Moyen,0,0,1,4,1,2,8.21,1,1,1,14.58,14.89,10.7,10.85,9.24,1,1,5,5,3,5,5,Arabe,Avance,Avance,8,6,Excellent,78.53
3458938,Aisha,Hersi,aisha.hersi@usmba.ac.ma,F,23,Rabat-Sale-Kenitra,Université Sidi Mohamed Ben Abdellah,Diplome,Droit,3,11.48,10.23,13.17,6,1,72.86,15,5,15,25.4,0,1,0,2,Bon,1,19,0,1,0,7,7.6,0,1,0,17.47,12.54,10.58,9.0,9.17,1,4,4,5,5,2,4,Arabe,Avance,Avance,1,9,Excellent,86.63
3629597,Karim,Imboden,karim.imboden@uh2c.ac.ma,F,24,Beni-Mellal-Khenifra,Université Hassan II,Diplome,Chimie,3,8,10.16,12.57,9,14,71.43,13,4,4,20.94,1,1,1,5,Bon,0,0,0,1,0,5,7.82,1,0,0,7.38,12.39,10.85,13.33,10.44,5,4,5,3,4,1,5,Arabe,Basique,Intermediaire,3,1,Excellent,94.08
3747036,Ibrahim,Hudak,ibrahim.hudak@uaq.ac.ma,M,28,Guelmim-Oued-Noun,Université Al Quaraouiyine,Licence,Droit,4,18.53,14.13,13.79,8,16,90.7,13,9,22,13.9,0,1,1,3,Bon,1,11,1,4,0,1,6.96,1,0,1,9.98,12.62,7.73,7.87,9.36,2,3,4,2,1,2,2,Amazigh,Avance,Basique,7,1,Excellent,89.41
3726874,Amina,Housni,amina.housni@uaq.ac.ma,F,18,Laayoune-Sakia-Hamra,Université Al Quaraouiyine,Diplome,Biologie,4,18.92,12.78,14.07,6,25,100,12,10,16,1,0,0,0,4,Faible,0,0,1,4,1,2,5.16,1,0,0,10.61,10.2,9.51,19.08,9.99,5,1,1,3,4,2,5,Amazigh,Basique,Basique,6,7,Excellent,86.12
3639857,Aziz,Houmaidi,aziz.houmaidi@uh2c.ac.ma,M,19,Fez-Meknes,Université Hassan II,Licence,Droit,1,13.89,11.02,9.58,15,2,74.6,4,20,24,13.46,0,1,0,1,Bon,1,20,1,5,0,3,9.36,0,0,0,12.71,17.53,13.28,8.33,11.1,2,3,4,4,4,4,4,Francais,Basique,Intermediaire,2,9,Excellent,76.5
3903448,Walid,Benmaya,walid.benmaya@uae.ac.ma,M,25,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Master,Informatique,4,11.61,12.98,8.16,11,25,96.77,13,17,9,17.98,0,1,1,0,Bon,1,24,0,0,0,1,7.88,1,0,1,13.23,17.28,11.19,9.95,17.36,2,2,2,2,5,3,2,Arabe,Basique,Avance,1,9,Bon,73.93
3399987,Safiya,Bennis,safiya.bennis@uca.ac.ma,F,27,Fez-Meknes,Université Cadi Ayyad,Licence,IA,4,12.92,10.39,8.77,12,10,92.21,10,9,22,10.31,0,1,1,3,Faible,1,15,0,2,0,4,6.49,1,1,0,7.83,11.35,9.07,8.77,12.91,3,4,5,1,2,5,1,Francais,Basique,Avance,4,5,Excellent,75.8
3374276,Khalid,Bennis,khalid.bennis@um5.ac.ma,M,26,Guelmim-Oued-Noun,Université Mohammed V,Master,Physique,3,10.56,7.89,13.57,14,23,66.23,14,9,4,4.46,1,0,1,2,Bon,0,0,0,5,0,3,8.98,0,1,0,15.15,19.1,7.26,5.38,12.2,3,1,2,4,2,1,3,Francais,Basique,Basique,4,9,Excellent,78.15
3671792,Rania,Imanuel,rania.imanuel@usmba.ac.ma,F,27,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Master,Digital,3,14.63,10.32,8.64,14,20,66.67,15,2,16,13.65,1,1,0,4,Moyen,0,0,1,2,1,8,7.13,0,1,0,11.78,12.95,15.08,11.67,14.18,2,3,5,1,2,4,3,Amazigh,Basique,Intermediaire,8,8,Excellent,81.9
3159627,Bilal,Ghouti,bilal.ghouti@uae.ac.ma,M,20,Rabat-Sale-Kenitra,Université Abdelmalek Essaadi,Licence,Droit,4,13.45,9.39,11.77,5,28,97.92,12,9,30,11.29,0,0,1,4,Moyen,0,0,1,1,0,7,5.87,0,0,1,14.26,16.47,15.07,10.11,15.16,2,1,1,2,5,5,4,Arabe,Avance,Basique,3,8,Excellent,87.63
3832531,Hamid,Inani,hamid.inani@um5.ac.ma,M,26,Beni-Mellal-Khenifra,Université Mohammed V,Licence,Economie,4,17.67,14.44,12.52,10,18,64.1,13,18,3,20.68,1,0,1,3,Faible,0,0,0,2,1,5,7.88,0,0,0,16.37,11.06,12.94,13.03,9.6,1,2,4,5,3,3,5,Francais,Avance,Intermediaire,5,7,Excellent,82.38
3569288,Rashid,Imboden,rashid.imboden@uaq.ac.ma,M,30,Marrakech-Safi,Université Al Quaraouiyine,Licence,Chimie,4,16.78,13.01,9.32,14,22,86.44,11,1,5,4.33,1,0,0,1,Moyen,1,9,1,0,0,5,4.37,0,1,0,8.27,9.45,14.25,10.72,11.13,5,1,2,4,4,1,2,Amazigh,Avance,Intermediaire,4,1,Bon,70.13
3715549,Tariq,Hamidoune,tariq.hamidoune@uae.ac.ma,M,21,Guelmim-Oued-Noun,Université Abdelmalek Essaadi,Licence,Mathematiques,1,16.16,14.0,9.79,13,9,100,12,17,29,16.16,1,1,1,1,Bon,0,0,0,3,1,1,6.89,0,0,1,15.06,11.7,12.76,9.69,12.31,5,5,3,4,4,5,4,Arabe,Intermediaire,Intermediaire,8,1,Excellent,80.01
3835861,Nour,Housni,nour.housni@um5.ac.ma,F,22,Tanger-Asifa,Université Mohammed V,Master,Mathematiques,4,17.56,9.86,8.24,6,17,87.04,15,5,15,17.24,1,1,0,4,Moyen,1,21,0,5,0,8,4.53,0,0,0,13.42,11.04,12.16,14.17,11.22,1,1,1,4,5,1,5,Arabe,Intermediaire,Intermediaire,6,8,Excellent,78.26
3627883,Insaf,Harami,insaf.harami@uh2c.ac.ma,F,23,Beni-Mellal-Khenifra,Université Hassan II,Diplome,Physique,4,13.6,12.42,10.51,6,22,62.5,9,14,10,19.87,0,0,0,3,Bon,0,0,0,2,1,5,7.45,1,1,1,14.16,10.15,14.13,13.14,17.02,3,3,4,3,4,2,5,Arabe,Avance,Avance,4,2,Excellent,81.8
3660921,Yasmine,Imadeddine,yasmine.imadeddine@usmba.ac.ma,F,29,Souss-Massa,Université Sidi Mohamed Ben Abdellah,Master,Biologie,3,19.08,9.01,12.99,11,3,53.06,12,5,1,14.03,0,1,1,5,Faible,1,20,1,5,1,5,6.26,1,1,1,10.28,15.07,8.81,15.64,9.4,5,2,3,3,3,5,4,Amazigh,Intermediaire,Basique,7,5,Excellent,81.21
3785733,Safiya,Gharib,safiya.gharib@uaq.ac.ma,F,22,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Diplome,Digital,3,9.63,13.8,9.48,12,24,83.75,14,11,23,2.57,1,1,0,1,Faible,1,7,0,5,0,5,9.17,0,0,0,10.3,11.43,12.31,15.13,11.19,1,1,4,5,1,1,3,Amazigh,Basique,Basique,7,5,Bon,71.07
3386647,Youssef,Humes,youssef.humes@usmba.ac.ma,M,26,Draa-Tafilat,Université Sidi Mohamed Ben Abdellah,Licence,Droit,2,12.86,9.68,10.57,15,28,50,10,13,16,25.17,1,1,1,4,Faible,1,20,0,3,1,6,6.11,1,1,0,11.99,12.54,13.83,6.66,10.62,1,4,4,3,1,4,3,Amazigh,Basique,Basique,9,6,Excellent,83.28
3902676,Rashid,Imadeddine,rashid.imadeddine@usmba.ac.ma,M,30,Laayoune-Sakia-Hamra,Université Sidi Mohamed Ben Abdellah,Diplome,Biologie,3,14.0,12.87,13.84,15,23,68.75,9,8,13,26.09,0,0,0,1,Moyen,1,12,0,5,1,8,6.71,0,1,0,16.15,17.08,17.98,19.96,13.61,3,3,2,4,1,2,1,Arabe,Basique,Intermediaire,4,6,Excellent,88.88
3175852,Salma,Imrani,salma.imrani@uca.ac.ma,F,26,Draa-Tafilat,Université Cadi Ayyad,Licence,Chimie,3,15.2,13.92,7.19,6,24,77.78,12,7,12,24.55,1,0,0,1,Moyen,0,0,0,4,0,8,4.43,1,1,1,14.63,16.57,11.37,8.21,14.97,3,2,3,1,2,1,2,Amazigh,Intermediaire,Intermediaire,1,3,Bon,71.89
3625203,Karim,Fakhri,karim.fakhri@usmba.ac.ma,F,19,Laayoune-Sakia-Hamra,Université Sidi Mohamed Ben Abdellah,Master,Informatique,1,14.1,10.13,13.49,10,20,98.7,3,17,25,14.09,0,0,1,1,Moyen,1,24,1,3,0,1,6.47,0,1,0,9.38,9.3,11.8,10.71,16.95,2,5,2,5,3,3,4,Francais,Avance,Avance,3,2,Excellent,85.64
3914712,Samir,Humidi,samir.humidi@uca.ac.ma,M,27,Tanger-Asifa,Université Cadi Ayyad,Master,Mathematiques,4,13.15,13.4,8.84,13,4,70.0,10,9,10,3.62,1,1,0,0,Bon,0,0,0,0,0,3,9.11,0,0,0,10.64,12.63,6.35,9.54,10.5,5,3,1,3,2,5,1,Arabe,Basique,Avance,8,2,Excellent,77.78
3975991,Safiya,Azzouz,safiya.azzouz@uca.ac.ma,F,22,Fez-Meknes,Université Cadi Ayyad,Licence,Droit,1,8,11.26,8.94,6,23,79.37,4,17,12,9.11,0,0,0,4,Bon,0,0,0,4,1,2,7.2,1,1,0,8.09,13.44,13.14,9.78,14.08,2,5,5,4,3,3,5,Francais,Intermediaire,Intermediaire,7,6,Excellent,75.78
3725702,Bilal,Helaoui,bilal.helaoui@usmba.ac.ma,M,18,Guelmim-Oued-Noun,Université Sidi Mohamed Ben Abdellah,Licence,Biologie,1,8,11.45,12.06,10,0,87.3,13,8,29,22.4,0,0,0,3,Moyen,1,5,0,1,1,6,8.01,0,0,1,12.49,11.28,6.08,15.95,12.03,4,2,4,5,1,5,3,Arabe,Avance,Avance,7,2,Excellent,82.43
3667157,Abdelhaq,Huscai,abdelhaq.huscai@usmba.ac.ma,M,27,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Master,Droit,2,8.78,12.68,7.51,7,1,50,11,12,14,22.05,0,0,1,2,Moyen,0,0,0,1,1,2,4.55,1,1,0,12.75,9.93,13.41,10.36,7.69,4,5,2,4,4,5,2,Amazigh,Avance,Avance,9,4,Excellent,79.54
3723725,Hassan,Hudak,hassan.hudak@usmba.ac.ma,M,28,Casablanca-Settat,Université Sidi Mohamed Ben Abdellah,Master,Physique,3,20,6.34,8.97,12,19,95.74,3,14,1,11.53,0,0,1,1,Bon,1,11,0,0,0,4,3.96,0,1,0,9.0,17.01,10.35,15.19,10.08,2,2,5,5,3,5,4,Amazigh,Avance,Basique,1,7,Bon,74.11
3796186,Hicham,Hamidoune,hicham.hamidoune@um5.ac.ma,M,28,Souss-Massa,Université Mohammed V,Licence,Informatique,3,12.88,13.49,15.07,15,12,66.67,4,12,16,27.07,0,1,1,4,Bon,0,0,0,1,0,9,8.88,0,0,0,11.2,14.76,10.3,7.05,12.81,1,3,3,3,3,2,5,Francais,Basique,Avance,5,7,Excellent,100
3701727,Hamid,Humeida,hamid.humeida@uaq.ac.ma,M,20,Beni-Mellal-Khenifra,Université Al Quaraouiyine,Master,Ingenierie,3,19.22,10.74,14.59,15,4,56.25,10,17,21,20.85,0,0,1,5,Bon,0,0,0,3,0,3,7.25,1,0,0,14.31,17.75,11.95,12.58,9.13,4,3,4,3,2,2,1,Arabe,Basique,Basique,5,4,Excellent,94.59
3245192,Youssef,Oufkir,youssef.oufkir@uca.ac.ma,M,20,Tanger-Asifa,Université Cadi Ayyad,Licence,Informatique,4,18.58,9.67,17.6,5,29,94.44,5,13,7,20.83,0,0,0,1,Moyen,1,25,1,5,1,8,8.21,0,1,1,9.94,6.91,15.88,8.65,10.88,1,5,1,4,4,1,2,Amazigh,Avance,Intermediaire,1,9,Excellent,99.86
3587097,Jihane,Abboud,jihane.abboud@uaq.ac.ma,F,28,Draa-Tafilat,Université Al Quaraouiyine,Licence,Droit,1,16.92,13.42,10.86,13,4,84.48,7,13,10,7.88,1,0,0,3,Bon,0,0,0,3,0,5,8.8,1,0,0,15.95,15.05,10.66,11.05,11.22,5,5,2,4,5,4,1,Arabe,Intermediaire,Avance,3,3,Excellent,85.66
3104704,Karim,Abboud,karim.abboud@usmba.ac.ma,M,27,Rabat-Sale-Kenitra,Université Sidi Mohamed Ben Abdellah,Licence,Economie,4,12.27,8.22,7.62,12,17,55.88,13,0,19,25.58,1,0,0,4,Bon,1,25,1,3,1,8,8.78,0,1,0,13.94,14.12,12.01,11.53,11.83,1,5,5,3,3,1,1,Arabe,Intermediaire,Basique,3,5,Excellent,82.24
3242081,Samir,Husly,samir.husly@um5.ac.ma,M,19,Rabat-Sale-Kenitra,Université Mohammed V,Master,Droit,4,15.4,8.19,13.26,14,1,82.81,2,18,23,20.04,0,1,1,3,Bon,0,0,1,2,1,3,6.64,1,1,1,14.22,6.69,11.77,14.47,13.02,4,1,2,5,4,4,1,Francais,Intermediaire,Avance,4,1,Excellent,84.2
3746915,Nasir,Humes,nasir.humes@uca.ac.ma,M,18,Marrakech-Safi,Université Cadi Ayyad,Licence,IA,3,14.64,15.37,12.68,15,15,78.67,15,15,25,9.19,0,0,1,1,Bon,1,5,1,4,1,8,7.33,0,1,1,8.97,11.95,11.3,9.62,11.24,3,1,2,3,1,3,4,Amazigh,Avance,Basique,7,3,Excellent,77.14
3284514,Adil,Husain,adil.husain@uae.ac.ma,M,19,Souss-Massa,Université Abdelmalek Essaadi,Licence,Chimie,1,14.61,11.47,14.03,12,28,72.73,9,4,6,5.89,1,1,1,2,Faible,1,11,0,4,0,4,7.12,0,1,1,11.17,8.95,18.46,12.18,10.95,1,3,4,1,1,5,3,Arabe,Avance,Intermediaire,4,6,Excellent,91.54
3687810,Ibrahim,Humes,ibrahim.humes@uca.ac.ma,M,26,Fez-Meknes,Université Cadi Ayyad,Licence,Droit,3,8.94,16.15,8.4,13,10,55.32,5,4,30,12.57,1,0,0,0,Moyen,1,9,1,4,1,1,8.16,0,0,1,14.47,15.48,12.55,13.74,16.14,5,4,5,3,3,3,2,Amazigh,Avance,Avance,2,8,Excellent,78.53
3482104,Hassan,Imani,hassan.imani@um5.ac.ma,M,24,Marrakech-Safi,Université Mohammed V,Diplome,IA,3,15.26,11.41,7.85,12,3,68.12,6,15,14,1,0,1,1,4,Bon,0,0,0,4,0,7,7.11,0,1,0,12.97,8.93,8.98,13.81,9.76,4,4,1,3,2,5,4,Francais,Avance,Intermediaire,9,4,Excellent,76.75
3526505,Jawad,Bennis,jawad.bennis@uae.ac.ma,M,19,Laayoune-Sakia-Hamra,Université Abdelmalek Essaadi,Licence,Ingenierie,4,17.56,10.6,9.33,10,15,68.09,11,1,2,11.15,0,0,0,1,Bon,1,15,0,3,1,7,5.78,0,1,1,9.83,6.5,8.67,9.58,19.27,4,3,1,5,1,5,5,Francais,Basique,Intermediaire,1,6,Excellent,81.13
3557329,Mohamed,Huskier,mohamed.huskier@um5.ac.ma,M,26,Tanger-Asifa,Université Mohammed V,Diplome,Physique,4,9.4,14.04,14.72,10,26,89.55,7,4,9,12.93,0,0,0,0,Bon,1,17,0,1,1,7,8.46,0,0,0,10.05,10.08,6.41,13.44,10.0,2,4,5,4,5,4,4,Francais,Basique,Basique,7,1,Excellent,86.83
3605923,Rana,Hijazi,rana.hijazi@uae.ac.ma,F,29,Fez-Meknes,Université Abdelmalek Essaadi,Licence,Droit,3,10.91,10.82,9.89,12,16,77.63,2,16,28,14.92,0,0,1,5,Bon,1,6,0,5,1,1,8.53,0,1,1,9.89,9.13,11.23,11.68,9.38,3,3,2,1,5,3,5,Francais,Basique,Avance,8,3,Bon,74.83
3389586,Jawad,Humidi,jawad.humidi@uae.ac.ma,M,22,Casablanca-Settat,Université Abdelmalek Essaadi,Diplome,Mathematiques,2,12.26,15.46,10.04,15,14,95.83,6,5,8,1.34,0,1,0,4,Faible,1,13,1,0,0,3,5.68,1,1,1,12.24,15.72,10.16,10.43,12.23,3,1,1,2,4,4,4,Francais,Intermediaire,Avance,9,4,Bon,74.57
3144010,Maryam,Ifrah,maryam.ifrah@usmba.ac.ma,F,19,Guelmim-Oued-Noun,Université Sidi Mohamed Ben Abdellah,Diplome,IA,4,13.71,11.1,9.21,14,29,67.5,11,8,10,23.58,1,1,0,2,Bon,1,19,1,3,0,4,4.76,0,1,0,11.44,9.86,6.49,13.36,12.6,1,4,3,2,3,3,2,Arabe,Basique,Avance,2,1,Excellent,85.49
3366641,Tariq,Fakhri,tariq.fakhri@uae.ac.ma,M,22,Draa-Tafilat,Université Abdelmalek Essaadi,Diplome,Mathematiques,4,13.67,13.78,12.53,11,22,60.42,15,10,8,6.54,0,0,1,0,Moyen,0,0,1,2,0,5,6.44,1,0,1,19.58,16.03,12.41,14.85,11.62,5,4,2,5,1,4,3,Arabe,Basique,Basique,2,5,Excellent,84.23
3909442,Fatima,Imrani,fatima.imrani@uaq.ac.ma,F,25,Draa-Tafilat,Université Al Quaraouiyine,Master,Digital,1,13.93,10.64,10.55,13,7,98.44,1,12,30,14.76,1,0,1,2,Bon,1,9,1,3,0,2,5.05,1,0,1,16.4,12.66,9.02,13.11,16.15,4,2,3,4,1,3,4,Arabe,Avance,Intermediaire,4,3,Excellent,77.63
3139842,Ibrahim,Oufkir,ibrahim.oufkir@uae.ac.ma,M,23,Casablanca-Settat,Université Abdelmalek Essaadi,Master,Informatique,4,13.95,15.34,13.34,15,16,72.73,8,17,4,17.67,0,0,0,5,Faible,1,22,1,5,0,8,8.84,0,0,0,16.23,12.88,16.09,8.86,15.88,5,1,1,1,4,5,5,Arabe,Basique,Basique,7,6,Excellent,85.16
3249097,Dina,Fakhri,dina.fakhri@uae.ac.ma,F,30,Beni-Mellal-Khenifra,Université Abdelmalek Essaadi,Licence,IA,2,12.55,13.09,13.47,12,7,50.94,15,18,1,13.25,0,0,1,1,Faible,0,0,1,0,0,1,7.28,1,1,1,13.17,11.78,9.59,9.67,9.69,4,2,2,5,1,5,2,Amazigh,Intermediaire,Avance,2,5,Excellent,89.28
3390854,Zohra,Saidi,zohra.saidi@uh2c.ac.ma,F,18,Tanger-Asifa,Université Hassan II,Licence,Physique,4,15.49,10.53,11.61,5,1,65.22,11,11,9,4.77,0,1,1,2,Bon,0,0,1,0,0,1,7.01,0,0,0,10.52,12.64,15.29,9.06,10.27,2,3,2,1,3,2,1,Arabe,Avance,Intermediaire,4,7,Excellent,78.65
3763722,Hassan,Imanuel,hassan.imanuel@uh2c.ac.ma,M,23,Rabat-Sale-Kenitra,Université Hassan II,Licence,IA,2,8,15.01,10.28,5,22,92.45,10,1,8,16.44,0,0,1,3,Moyen,1,10,0,2,0,5,4.89,0,0,0,8.79,9.4,13.42,13.36,10.9,4,4,3,1,4,2,2,Francais,Intermediaire,Avance,4,3,Excellent,85.45
3353194,Rashid,Regaig,rashid.regaig@um5.ac.ma,M,19,Guelmim-Oued-Noun,Université Mohammed V,Licence,Digital,2,13.73,13.41,15.56,15,2,61.9,1,15,21,8.74,1,0,1,4,Bon,0,0,0,3,1,3,7.93,1,0,1,8.73,9.15,15.71,12.04,9.05,5,1,3,4,3,5,5,Amazigh,Basique,Avance,2,6,Excellent,91.79
3912152,Fouad,Husly,fouad.husly@um5.ac.ma,M,21,Marrakech-Safi,Université Mohammed V,Master,Chimie,1,16.19,8.92,14.04,15,15,54.76,12,18,27,19.29,0,0,1,2,Moyen,1,16,1,2,0,2,5.85,0,1,1,14.36,9.76,12.35,9.86,8.41,1,2,4,1,1,4,2,Francais,Basique,Basique,3,5,Excellent,83.83
3541538,Nasir,Gharib,nasir.gharib@usmba.ac.ma,M,25,Casablanca-Settat,Université Sidi Mohamed Ben Abdellah,Master,Chimie,1,15.64,16.46,12.49,13,20,62.5,6,13,18,22.19,1,1,1,4,Bon,0,0,1,3,1,3,7.37,1,0,1,12.42,15.36,10.12,17.63,13.96,2,5,2,5,3,2,2,Amazigh,Avance,Avance,3,3,Excellent,89.4
3256130,Omar,Regaig,omar.regaig@uca.ac.ma,M,23,Draa-Tafilat,Université Cadi Ayyad,Diplome,Physique,3,11.11,6.04,13.14,6,29,78.43,1,12,29,11.59,1,0,1,2,Faible,0,0,0,5,1,5,5.78,0,1,1,12.41,10.68,6.99,13.33,11.54,5,1,3,1,4,5,2,Francais,Intermediaire,Basique,6,1,Excellent,86.68
3733471,Bilal,Hersi,bilal.hersi@uca.ac.ma,M,27,Guelmim-Oued-Noun,Université Cadi Ayyad,Licence,IA,4,15.18,14.93,11.85,10,12,60.29,6,0,9,7.21,1,1,1,3,Bon,1,11,0,1,1,7,9.36,1,1,0,14.73,5.02,5.83,14.94,15.05,1,2,2,3,4,5,3,Arabe,Avance,Intermediaire,2,1,Bon,74.31
3963767,Safiya,Hudak,safiya.hudak@usmba.ac.ma,F,22,Laayoune-Sakia-Hamra,Université Sidi Mohamed Ben Abdellah,Master,Economie,4,15.52,14.81,14.06,8,0,62.5,13,0,4,21.94,1,1,1,0,Bon,0,0,1,3,0,8,8.8,0,0,1,9.61,5,11.85,9.69,10.84,4,5,4,3,4,1,3,Amazigh,Avance,Avance,1,5,Excellent,87.87
3404936,Bilal,Azzouz,bilal.azzouz@uaq.ac.ma,M,22,Guelmim-Oued-Noun,Université Al Quaraouiyine,Diplome,Mathematiques,2,19.58,12.16,9.32,6,19,93.55,13,5,17,17.89,1,1,1,2,Bon,1,25,1,0,1,3,6.05,0,0,1,9.59,14.97,7.95,17.56,13.89,2,2,5,5,5,5,5,Amazigh,Basique,Intermediaire,8,2,Excellent,82.93
3235966,Ali,Benchamsi,ali.benchamsi@usmba.ac.ma,M,29,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Diplome,Chimie,3,11.34,10.74,12.37,7,6,94.12,3,2,13,23.75,0,0,0,3,Moyen,1,10,0,1,0,1,7.48,0,1,0,8.53,13.25,11.01,11.86,12.91,1,1,5,2,5,2,2,Amazigh,Intermediaire,Basique,2,3,Excellent,88.72
3655527,Karim,Huscai,karim.huscai@uca.ac.ma,F,21,Tanger-Asifa,Université Cadi Ayyad,Master,Physique,1,16.99,13.12,13.07,8,29,70.89,9,15,11,15.47,0,1,0,1,Moyen,0,0,1,3,0,9,6.89,0,1,0,12.19,9.9,7.95,12.77,9.66,3,5,1,1,3,4,1,Francais,Intermediaire,Intermediaire,5,8,Excellent,95.42
